DUID,Site Name,Region,Technology Type,Dispatch Type,Unit Capacity (MW AC),Commitment Status,Full Commercial Use Date,Closure Date,Closure Year
Unknown,Summerfield North,SA1,Battery Storage,Scheduled,4.2,Publicly Announced,2028.0,,
Unknown,Summerville BESS,NSW1,Battery Storage,Scheduled,90.0,Publicly Announced,,,
Unknown,Summerville Solar Farm,NSW1,Solar PV,Semi-scheduled,90.0,Publicly Announced,,,
SMCSF1,Sun Metals Corporation Solar Farm,QLD1,Solar PV,Semi-scheduled,2.75,In Service,,,
Unknown,Sundown Hybrid Facility,NSW1,Battery Storage,Scheduled,4.39,Publicly Announced,2028.0,,
Unknown,Sundown Hybrid Facility,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,2028.0,,
Unknown,Sunnyside Solar Farm,NSW1,Battery Storage,Scheduled,4.6,Publicly Announced,,,
Unknown,Sunnyside Solar Farm,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,,,
SUNRSF1,Sunraysia Solar Farm,NSW1,Solar PV,Semi-scheduled,2.2,In Service,,,
Unknown,Sunshine Energy Solar Farm,QLD1,Solar PV,Semi-scheduled,1500.0,Publicly Announced,,,
Unknown,Sunshine Estate BESS,NSW1,Battery Storage,Scheduled,120.0,Publicly Announced,2027.0,,
Unknown,Sunshine State Solar Farm and BESS,QLD1,Solar PV,Semi-scheduled,110.0,Publicly Announced,,,
Unknown,Sunshine State Solar Farm and BESS (Rollingstone),QLD1,Solar PV,Semi-scheduled,500.0,Publicly Announced,,,
SUNTPSF1,Suntop Solar Farm,NSW1,Solar PV,Semi-scheduled,1.44,In Service,,,
SNB01,Supernode BESS,QLD1,Battery Storage,Scheduled,3.42,Committed,2026.0,,
SNB02,Supernode BESS,QLD1,Battery Storage,Scheduled,3.42,Committed,2026.0,,
Unknown,Supernode BESS - Stage 3,QLD1,Battery Storage,Scheduled,3.38,Anticipated,2028.0,,
Unknown,Supernode BESS - Stage 4,QLD1,Battery Storage,Scheduled,3.42,Publicly Announced,2028.0,,
SNB05,Supernode BESS - Stage 5,QLD1,Battery Storage,Scheduled,3.42,Publicly Announced,2029.0,,
Unknown,Supernode North BESS 1,QLD1,Battery Storage,Scheduled,260.0,Publicly Announced,2028.0,,
Unknown,Supernode North BESS 2,QLD1,Battery Storage,Scheduled,260.0,Publicly Announced,2029.0,,
Unknown,Supernode North BESS 3,QLD1,Battery Storage,Scheduled,260.0,Publicly Announced,2029.0,,
SRSF1,Susan River Solar Farm,QLD1,Solar PV,Semi-scheduled,1.74,In Service,,,
Unknown,Swallow Tail BESS,NSW1,Battery Storage,Scheduled,375.0,Publicly Announced,,,
SWAN_E,Swanbank E GT,QLD1,Gas Turbine,Scheduled,385.0,In Service,,,
SWANBBF1,Swanbank F Station,QLD1,Battery Storage,Scheduled,1.93,Anticipated,2026.0,,
Unknown,Tableland Mill,QLD1,Gas Turbine,Non-scheduled,24.0,In Service,,,
Unknown,Tabulam BESS,NSW1,Battery Storage,Scheduled,4.0,Publicly Announced,,,
TAHMOOR,Tahmoor,NSW1,Gas Turbine,Non-scheduled,1.07,In Service,,,
TBSF1,Tailem Bend - Solar,SA1,Solar PV,Semi-scheduled,108.0,In Service,,,
TB2B1,Tailem Bend Battery Project,SA1,Battery Storage,Scheduled,41.5,In Commissioning,2024.0,,
TB2SF1,Tailem Bend Stage 2 Solar Project,SA1,Solar PV,Semi-scheduled,105.0,In Commissioning,2023.0,,
Unknown,Tailem Bend Stage 3,SA1,Battery Storage,Scheduled,204.0,Committed,2027.0,,
Unknown,Talbingo BESS,NSW1,Battery Storage,Scheduled,3.6,Publicly Announced,2028.0,,
Unknown,Tall Tree BESS,VIC1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Tall Tree BESS,VIC1,Battery Storage,Semi-scheduled,200.0,Publicly Announced,2030.0,,
Unknown,Tall Tree Wind Farm,VIC1,Wind,Semi-scheduled,5.7,Publicly Announced,2029.0,,
Unknown,Tallawang Solar And BESS,NSW1,Battery Storage,Scheduled,4.2,Publicly Announced,2030.0,,
Unknown,Tallawang Solar And BESS,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,2030.0,,
TALWA1,Tallawarra,NSW1,Gas Turbine,Scheduled,420.0,In Service,,,
TALWB1,Tallawarra B,NSW1,Gas Turbine,Scheduled,320.0,In Service,,,
TVCC201,Tamar Valley Combined Cycle,TAS1,Gas Turbine,Scheduled,140.0,In Service,,,
TVCC201,Tamar Valley Combined Cycle,TAS1,Gas Turbine,Scheduled,68.0,In Service,,,
TVPP104,Tamar Valley Peaking,TAS1,Gas Turbine,Scheduled,58.0,In Service,,,
Unknown,Tamworth BESS Project 1 Pty Ltd,NSW1,Battery Storage,Scheduled,100.0,Anticipated,2027.0,,
Unknown,Tamworth BESS Project 2 Pty Ltd,NSW1,Battery Storage,Scheduled,100.0,Anticipated,2027.0,,
Unknown,Tamworth Energy Reserve - KCI,NSW1,Battery Storage,Scheduled,2.22,Publicly Announced,,,
Unknown,Tangkam BESS - KCI,QLD1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Tara Wind Farm - KCI,QLD1,Wind,Semi-scheduled,1800.0,Publicly Announced,,,
TARALGA1,Taralga Wind Farm,NSW1,Wind,Semi-scheduled,2.0,In Service,,,
TARALGA1,Taralga Wind Farm,NSW1,Wind,Semi-scheduled,1.8,In Service,,,
TARALGA1,Taralga Wind Farm,NSW1,Wind,Semi-scheduled,3.0,In Service,,,
TARONG#1,Tarong,QLD1,Coal,Scheduled,350.0,In Service,,,
TARONG#2,Tarong,QLD1,Coal,Scheduled,350.0,In Service,,,
TARONG#3,Tarong,QLD1,Coal,Scheduled,350.0,In Service,,,
TARONG#4,Tarong,QLD1,Coal,Scheduled,350.0,In Service,,,
TARBESS1,Tarong BESS - Stanwell,QLD1,Battery Storage,Scheduled,300.0,Committed*,2026.0,,
TNPS1,Tarong North,QLD1,Coal,Scheduled,450.0,In Service,,,
Unknown,Tarong West Wind Farm (Ironleaf),QLD1,Wind,Semi-scheduled,4.5,Publicly Announced,2028.0,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
TARRALEA,Tarraleah,TAS1,Hydro,Scheduled,15.0,In Service,,,
Unknown,Tarraleah Redevelopment,TAS1,Hydro,Scheduled,100.0,Publicly Announced,,,
Unknown,Tarraleah Redevelopment,TAS1,Hydro,Scheduled,100.0,Publicly Announced,,,
Unknown,Tarrone BESS - Storage - KCI,VIC1,Battery Storage,Scheduled,200.0,Publicly Announced,2028.0,,
Unknown,Tarrone GT,VIC1,Gas Turbine,Scheduled,600.0,Publicly Announced,,,
TATIARA1,Tatiara Meats,SA1,Gas Turbine,Non-scheduled,0.5,In Service,,,
TATURA01,Tatura Biomass Generator,VIC1,Gas Turbine,Non-scheduled,1.1,In Service,,,
Unknown,Tchelery BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Tchelery Wind Farm and BESS,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,2030.0,,
Unknown,Tchelery Wind Farm and BESS,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2029.0,,
Unknown,Teebar Creek Battery Storage - KCI,QLD1,Battery Storage,Scheduled,400.0,Anticipated,2028.0,,
Unknown,Temora BESS,NSW1,Battery Storage,Scheduled,80.0,Publicly Announced,,,
Unknown,Templers B BESS,SA1,Battery Storage,Scheduled,200.0,Publicly Announced,2028.0,,
TEMPB1,Templers BESS,SA1,Battery Storage,Scheduled,111.0,In Commissioning,2025.0,,
TRGBESS,Terang BESS,VIC1,Battery Storage,Scheduled,3.8,Committed,2026.0,,
Unknown,Territory Battery,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2030.0,,
Unknown,Texas BESS,NSW1,Battery Storage,Scheduled,4.2,Publicly Announced,2031.0,,
Unknown,Texas BESS,NSW1,Solar PV,Semi-scheduled,42.0,Publicly Announced,2031.0,,
Unknown,Texas Solar Farm,NSW1,Solar PV,Semi-scheduled,150.0,Publicly Announced,,,
Unknown,The Block BESS,QLD1,Battery Storage,Scheduled,1.0,Publicly Announced,2028.0,,
Unknown,The Central BESS - KCI,QLD1,Battery Storage,Scheduled,3.62,Publicly Announced,2029.0,,
THEDROP1,The Drop,NSW1,Hydro,Non-scheduled,2.5,In Service,,,
Unknown,The Plains,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,The Plains,NSW1,Solar PV,Semi-scheduled,400.0,Publicly Announced,,,
Unknown,The Plains,NSW1,Wind,Semi-scheduled,6.8,Publicly Announced,,,
Unknown,The Solar River Project - Stage 1,SA1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,The Solar River Project - Stage 2,SA1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Theodore BESS,QLD1,Battery Storage,Scheduled,1.5,Publicly Announced,2028.0,,
Unknown,Theodore Solar Farm,QLD1,Solar PV,Semi-scheduled,2.5,Publicly Announced,2029.0,,
Unknown,Theodore Wind Farm,QLD1,Wind,Semi-scheduled,6.2,Publicly Announced,2028.0,,
Unknown,Theodore Wind Farm,QLD1,Wind,Semi-scheduled,6.2,Publicly Announced,2028.0,,
Unknown,Thomastown BESS,VIC1,Battery Storage,Scheduled,300.0,Publicly Announced,2028.0,,
Unknown,Three Rivers BESS,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Three Rivers Solar Farm,QLD1,Solar PV,Semi-scheduled,700.0,Publicly Announced,,,
Unknown,Thunderbolt Wind Farm,NSW1,Wind,Semi-scheduled,210.0,Publicly Announced,,,
Unknown,Ti Tree Bioenergy,QLD1,Gas Turbine,Non-scheduled,1.2,In Service,,,
TITREE,Ti Tree Bioenergy,QLD1,Gas Turbine,Non-scheduled,1.1,In Service,,,
Unknown,Ticoba BESS,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Ticoba Solar Farm,QLD1,Solar PV,Semi-scheduled,400.0,Publicly Announced,,,
TieriBESS1,Tieri BESS,QLD1,Battery Storage,Scheduled,3.8,Publicly Announced,2029.0,,
Unknown,Tilbuster Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,Anticipated,2028.0,,
TIMWEST,Timboon West Wind Farm,VIC1,Wind,Non-scheduled,3.6,In Service,,,
Unknown,Tirranna BESS - KCI,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,2029.0,,
Unknown,Tomago BESS,NSW1,Battery Storage,Scheduled,2.91,Anticipated,2027.0,,
TOORAWF,Toora,VIC1,Wind,Non-scheduled,1.75,In Service,,,
TORRB1,Torrens Island B,SA1,Gas Turbine,Scheduled,200.0,Announced Withdrawal,,2026-06-30,2026.0
TORRB2,Torrens Island B,SA1,Gas Turbine,Scheduled,200.0,Announced Withdrawal,,2028-06-30,2028.0
TORRB3,Torrens Island B,SA1,Gas Turbine,Scheduled,200.0,Announced Withdrawal,,2028-06-30,2028.0
TORRB4,Torrens Island B,SA1,Gas Turbine,Scheduled,200.0,Announced Withdrawal,,2028-06-30,2028.0
TIB1,Torrens Island BESS,SA1,Battery Storage,Scheduled,2.3,In Service,,,
TOWER,Tower,NSW1,Other,Non-scheduled,1.03,In Service,,,
YABULU,Townsville Power Station - QPM,QLD1,Gas Turbine,Scheduled,160.0,In Service,,,
YABULU2,Townsville Power Station - QPM,QLD1,Gas Turbine,Scheduled,84.0,In Service,,,
Unknown,Trafalgar East Hybrid Facility Stage 2,VIC1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Trafalgar East Hybrid Facility Stage 2,VIC1,Solar PV,Semi-scheduled,5.0,Publicly Announced,,,
Unknown,Tragowel BESS,VIC1,Battery Storage,Scheduled,1.92,Publicly Announced,2029.0,,
Unknown,Tramway Road BESS,VIC1,Battery Storage,Scheduled,300.0,Publicly Announced,2028.0,,
TGNSS1,Traralgon Network Support Station,VIC1,Gas Turbine,Non-scheduled,10.0,In Service,,,
TREVALLN,Trevallyn,TAS1,Hydro,Scheduled,20.0,In Service,,,
TREVALLN,Trevallyn,TAS1,Hydro,Scheduled,20.0,In Service,,,
TREVALLN,Trevallyn,TAS1,Hydro,Scheduled,26.5,In Service,,,
TREVALLN,Trevallyn,TAS1,Hydro,Scheduled,26.5,In Service,,,
Unknown,Triabunna Wind Farm,TAS1,Wind,Semi-scheduled,7.8,Publicly Announced,2030.0,,
TRIBUTE,Tribute,TAS1,Hydro,Scheduled,82.8,In Service,,,
Unknown,Tribute Pumped Hydro Option,TAS1,Hydro,Scheduled,187.5,Publicly Announced,,,
Unknown,Tuckeroo BESS - KCI,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Tully BESS,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,2028.0,,
TULLYSM1,Tully Sugar Mill,QLD1,Gas Turbine,Non-scheduled,32.0,In Service,,,
Unknown,Tummaville Hybrid Facility - BESS (KCI),QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Tummaville Hybrid Facility - Solar (KCI),QLD1,Solar PV,Semi-scheduled,500.0,Publicly Announced,,,
Unknown,Tumuruu One,QLD1,Battery Storage,Scheduled,3.9,Publicly Announced,2028.0,,
Unknown,Tumuruu One,QLD1,Solar PV,Semi-scheduled,464.0,Publicly Announced,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUMUT3,Tumut 3,NSW1,Hydro,Scheduled,250.0,In Service,,,
TUNGATIN,Tungatinah,TAS1,Hydro,Scheduled,25.0,In Service,,,
TUNGATIN,Tungatinah,TAS1,Hydro,Scheduled,25.0,In Service,,,
TUNGATIN,Tungatinah,TAS1,Hydro,Scheduled,25.0,In Service,,,
TUNGATIN,Tungatinah,TAS1,Hydro,Scheduled,25.0,In Service,,,
TUNGATIN,Tungatinah,TAS1,Hydro,Scheduled,25.0,In Service,,,
Unknown,Tungkillo South BESS,SA1,Battery Storage,Scheduled,270.0,Publicly Announced,2029.0,,
Unknown,Tyrone BESS,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Tyrone Solar,QLD1,Solar PV,Semi-scheduled,400.0,Publicly Announced,,,
ULPBESS1,Ulinda Park BESS,QLD1,Battery Storage,Scheduled,2.98,In Service,2026.0,,
Unknown,Ulinda Park BESS Expansion,QLD1,Battery Storage,Scheduled,4.24,Publicly Announced,2028.0,,
Unknown,Ulladulla Offshore Wind Farm,NSW1,Wind,Semi-scheduled,2000.0,Publicly Announced,2035.0,,
Unknown,Upper Calliope Solar Farm (side A),QLD1,Solar PV,Semi-scheduled,1100.0,Publicly Announced,,,
Unknown,Upper Hunter BESS,NSW1,Battery Storage,Scheduled,2.0,Publicly Announced,,,
Unknown,Upper Hunter Energy Park - Wind,NSW1,Wind,Semi-scheduled,4.2,Publicly Announced,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,82.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,82.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,82.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,82.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,72.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,72.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,72.0,In Service,,,
UPPTUMUT,Upper Tumut,NSW1,Hydro,Scheduled,72.0,In Service,,,
URANQ11,Uranquinty,NSW1,Gas Turbine,Scheduled,173.0,In Service,,,
URANQ12,Uranquinty,NSW1,Gas Turbine,Scheduled,173.0,In Service,,,
URANQ13,Uranquinty,NSW1,Gas Turbine,Scheduled,173.0,In Service,,,
URANQ14,Uranquinty,NSW1,Gas Turbine,Scheduled,173.0,In Service,,,
Unknown,Uungula BESS,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Uungula Wind Farm,NSW1,Wind,Semi-scheduled,6.0,Committed,2028.0,,
VALDORA1,Valdora Solar Farm,QLD1,Solar PV,Non-scheduled,15.0,In Service,,,
VP5,Vales Point B,NSW1,Coal,Scheduled,660.0,In Service,,,
VP6,Vales Point B,NSW1,Coal,Scheduled,660.0,In Service,,,
Unknown,Vales Point BESS,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,2028.0,,
Unknown,Vales Point Solar,NSW1,Solar PV,Semi-scheduled,55.0,Publicly Announced,,,
Unknown,Valley of the Winds,NSW1,Wind,Semi-scheduled,7.2,Anticipated,2029.0,,
Unknown,Valley of the Winds,NSW1,Wind,Semi-scheduled,7.2,Anticipated,2030.0,,
Unknown,Valley of the Winds,NSW1,Wind,Semi-scheduled,7.2,Anticipated,2030.0,,
VPGS1,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
VPGS2,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
VPGS3,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
VPGS4,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
VPGS5,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
VPGS6,Valley Power,VIC1,Gas Turbine,Scheduled,50.0,In Service,,,
Unknown,Vast Solar 1,SA1,Solar PV,Semi-scheduled,34.0,Publicly Announced,,,
Unknown,Victoria Mill,QLD1,Other,Non-scheduled,5.0,In Service,,,
Unknown,Victoria Mill,QLD1,Other,Non-scheduled,19.0,In Service,,,
VBB1,Victorian Big Battery,VIC1,Battery Storage,Scheduled,300.0,In Service,,,
Unknown,Wagga North BESS - KCI,NSW1,Battery Storage,Scheduled,105.0,Anticipated,2028.0,,
Unknown,Wagga North BESS (IB Vogt) - KCI,NSW1,Battery Storage,Scheduled,2.86,Publicly Announced,2028.0,,
WAGGNSF1,Wagga North Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,In Commissioning,2023.0,,
WAGGNSF1,Wagga North Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,In Commissioning,,,
Unknown,Wagga North Solar Farm BESS,NSW1,Battery Storage,Scheduled,15.0,Publicly Announced,,,
WLWLSF1,Walla Walla Solar Farm,NSW1,Solar PV,Semi-scheduled,3.17,In Service,2025.0,,
WLWLSF2,Walla Walla Solar Farm,NSW1,Solar PV,Semi-scheduled,3.17,In Service,2025.0,,
Unknown,Wallabadah BESS,NSW1,Battery Storage,Scheduled,2.0,Publicly Announced,,,
Unknown,Wallaby Creek Wind Farm,NSW1,Wind,Semi-scheduled,5.7,Publicly Announced,2030.0,,
Unknown,Wallaroo Solar Farm,NSW1,Solar PV,Semi-scheduled,3.4,Publicly Announced,,,
Unknown,Wallerawang 9 BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
WALGRV1,Wallgrove Grid Battery project,NSW1,Battery Storage,Scheduled,1.7,In Service,,,
WAMBOWF1,Wambo Wind Farm,QLD1,Wind,Semi-scheduled,252.0,Committed,2025.0,,
Unknown,Wambo Wind Farm,QLD1,Wind,Semi-scheduled,248.0,Publicly Announced,,,
Unknown,Wamuran BESS - KCI,QLD1,Battery Storage,Scheduled,630.0,Publicly Announced,,,
Unknown,Wandoan Solar Farm,QLD1,Solar PV,Semi-scheduled,1.0,Publicly Announced,,,
WANDB1,Wandoan South BESS,QLD1,Battery Storage,Scheduled,100.0,In Service,,,
WANDSF1,Wandoan South Solar Stage 1,QLD1,Solar PV,Semi-scheduled,160.0,In Commissioning,2023.0,,
Unknown,Wandoan South Solar Stage 2,QLD1,Solar PV,Semi-scheduled,240.0,Committed,2027.0,,
WTAHB1,Waratah Super Battery,NSW1,Battery Storage,Scheduled,2.93,Committed,,,
Unknown,Warracknabeal Wind Farm,VIC1,Wind,Semi-scheduled,7.5,Publicly Announced,2030.0,,
Unknown,Warrego BESS (WBESS) - KCI,QLD1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Warrenheip BESS,VIC1,Battery Storage,Semi-scheduled,240.0,Publicly Announced,,,
WARWSF1,Warwick Solar Farm,QLD1,Solar PV,Semi-scheduled,4.0,In Service,,,
WARWSF2,Warwick Solar Farm,QLD1,Solar PV,Semi-scheduled,4.0,In Service,,,
WATERLWF,Waterloo Wind Farm,SA1,Wind,Semi-scheduled,3.0,In Service,,,
WATERLWF,Waterloo Wind Farm,SA1,Wind,Semi-scheduled,3.3,In Service,,,
Unknown,Watta Wella Power Station,VIC1,Wind,Semi-scheduled,6.8,Publicly Announced,2030.0,,
Unknown,Wattle Creek Energy Hub - Battery Storage,NSW1,Battery Storage,Scheduled,1.15,Publicly Announced,2029.0,,
Unknown,Wattle Creek Energy Hub - Solar / BESS,NSW1,Battery Storage,Scheduled,4.6,Publicly Announced,2028.0,,
Unknown,Wattle Creek Energy Hub - Solar / BESS,NSW1,Solar PV,Semi-scheduled,4.4,Publicly Announced,2029.0,,
WPWF,Wattle Point,SA1,Wind,Significant Non-scheduled,1.65,In Service,,,
WAUBRAWF,Waubra,VIC1,Wind,Significant Non-scheduled,1.5,In Service,,,
WAUBRAWF,Waubra,VIC1,Wind,Significant Non-scheduled,1.5,In Service,,,
WAUBRAWF,Waubra,VIC1,Wind,Significant Non-scheduled,1.5,In Service,,,
Unknown,Waubra BESS - KCI,VIC1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Weasel Solar Farm And BESS - KCI,TAS1,Battery Storage,Scheduled,3.6,Publicly Announced,,,
Unknown,Weasel Solar Farm And BESS - KCI,TAS1,Solar PV,Semi-scheduled,4.24,Publicly Announced,,,
Unknown,Wellington A-CAES,NSW1,Battery Storage,Scheduled,125.0,Publicly Announced,2032.0,,
Unknown,Wellington North Solar Farm,NSW1,Solar PV,Semi-scheduled,1.0,Publicly Announced,,,
WELNSF1,Wellington North Solar Farm (Lightsource),NSW1,Solar PV,Semi-scheduled,4.2,In Service,,,
WELLSF1,Wellington Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,In Service,,,
WEMENSF1,Wemen Solar Farm,VIC1,Solar PV,Semi-scheduled,2.5,In Service,,,
WESTILL1,West Illawarra Leagues Club,NSW1,Gas Turbine,Non-scheduled,0.72,In Service,,,
WKIEWA1,West Kiewa,VIC1,Hydro,Scheduled,17.0,In Service,,,
WKIEWA1,West Kiewa,VIC1,Hydro,Scheduled,17.0,In Service,,,
WKIEWA2,West Kiewa,VIC1,Hydro,Scheduled,17.0,In Service,,,
WKIEWA2,West Kiewa,VIC1,Hydro,Scheduled,17.0,In Service,,,
Unknown,West Mokoan Solar Farm and BESS,VIC1,Battery Storage,Scheduled,2.67,Anticipated,2029.0,,
Unknown,West Mokoan Solar Farm and BESS,VIC1,Solar PV,Scheduled,3.58,Anticipated,2029.0,,
WSTWYSF1,West Wyalong Solar Farm,NSW1,Solar PV,Semi-scheduled,3.63,In Service,,,
WDBESS1,Western Downs Battery - Stage 1 And 2,QLD1,Battery Storage,Scheduled,1.82,In Commissioning,2025.0,,
WDBESS2,Western Downs Battery - Stage 1 And 2,QLD1,Battery Storage,Scheduled,1.82,In Commissioning,2026.0,,
Unknown,Western Downs Gas Peaking Plant - KCI,QLD1,Gas Turbine,Scheduled,207.0,Publicly Announced,,,
WDGPH1,Western Downs Green Power Hub P/L,QLD1,Solar PV,Semi-scheduled,2.4,In Service,,,
Unknown,Western Plains Wind Farm,TAS1,Wind,Semi-scheduled,4.2,Publicly Announced,,,
Unknown,Western Sydney Energy & Resource Recovery Centre,NSW1,Other,Scheduled,58.0,Publicly Announced,,,
Unknown,Western Sydney Pumped Hydro Project,NSW1,Hydro,Scheduled,250.0,Publicly Announced,2033.0,,
Unknown,Whaleback Ridge Wind Farm - KCI,TAS1,Wind,Semi-scheduled,7.2,Publicly Announced,,,
WRSF1,White Rock Solar Farm,NSW1,Solar PV,Semi-scheduled,2.5,In Service,,,
WRWF1,White Rock Wind Farm - Stage 1,NSW1,Wind,Semi-scheduled,2.5,In Service,,,
Unknown,White Rock Wind Farm - Stage 2,NSW1,Wind,Semi-scheduled,4.5,Publicly Announced,2028.0,,
WHITSF1,Whitsunday Solar Farm,QLD1,Solar PV,Semi-scheduled,2.5,In Service,,,
WHIT1,Whitwood Road,QLD1,Gas Turbine,Non-scheduled,0.5,In Service,,,
Unknown,Whyalla,SA1,Solar PV,Semi-scheduled,140.0,Publicly Announced,,,
Unknown,Whyalla BESS - KCI,SA1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Whyte Yarcowie,SA1,Wind,Semi-scheduled,6.0,Publicly Announced,2030.0,,
Unknown,Whyte Yarcowie,SA1,Battery Storage,Semi-scheduled,3.13,Publicly Announced,2030.0,,
Unknown,Wilga Park Power Station A,NSW1,Gas Turbine,Non-scheduled,1.0,In Service,,,
Unknown,Wilga Park Power Station A,NSW1,Gas Turbine,Non-scheduled,3.0,In Service,,,
Unknown,Wilga Park Power Station B,NSW1,Gas Turbine,Non-scheduled,3.0,In Service,,,
Unknown,Willatook,VIC1,Battery Storage,Semi-scheduled,1.5,Publicly Announced,2027.0,,
Unknown,Willatook,VIC1,Wind,Semi-scheduled,6.0,Publicly Announced,2027.0,,
Unknown,Willavale BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Willavale Solar Farm,NSW1,Solar PV,Semi-scheduled,50.0,Publicly Announced,,,
WILLHOV1,William Hovel,VIC1,Hydro,Non-scheduled,1.8,In Service,,,
Unknown,Williamsdale BESS,NSW1,Battery Storage,Scheduled,250.0,Committed*,2026.0,,
WGWF1,Willogoleche Wind Farm,SA1,Wind,Semi-scheduled,3.43,In Service,,,
WGWF1,Willogoleche Wind Farm,SA1,Wind,Semi-scheduled,3.83,In Service,,,
Unknown,Wimmera Plains BESs,VIC1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Wimmera Plains Energy Facility,VIC1,Wind,Semi-scheduled,5.56,Publicly Announced,,,
Unknown,Wimmera Plains Wind Farm - KCI,VIC1,Wind,Semi-scheduled,6.0,Publicly Announced,,,
Unknown,Winchelsea Gas Turbines - KCI,VIC1,Gas Turbine,Scheduled,220.0,Publicly Announced,,,
WHILL1,Windy Hill,QLD1,Wind,Non-scheduled,0.6,In Service,,,
Unknown,Wingfield 1,SA1,Other,Non-scheduled,1.03,In Service,,,
Unknown,Wingfield 2,SA1,Other,Non-scheduled,1.03,In Service,,,
Unknown,Winterbourne Wind Farm,NSW1,Wind,Semi-scheduled,6.2,Publicly Announced,,,
Unknown,Winton BESS,VIC1,Battery Storage,Scheduled,120.0,Publicly Announced,,,
Unknown,Winton Energy Reserve 1,VIC1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Winton Energy Reserve 1,VIC1,Gas Turbine,Scheduled,200.0,Publicly Announced,,,
Unknown,Winton North Solar Farm,VIC1,Solar PV,Semi-scheduled,100.0,Anticipated,2027.0,,
WINTSF1,Winton Solar Farm,VIC1,Solar PV,Semi-scheduled,85.0,In Service,,,
